0.74746,0.06703
1.53485,0.13018
2.32332,0.19390
3.11647,0.27222
3.78760,0.32024
4.46142,0.39277
5.20693,0.44959
5.92902,0.51232
6.71146,0.57741
7.44969,0.64147
8.34130,0.72226
9.07608,0.80232
9.98212,0.85203
10.83220,0.93187
11.64053,0.98112
12.39668,1.07555
13.30018,1.13677
14.07216,1.23637
14.89930,1.27933
15.70868,1.36135
16.43970,1.41498
17.14837,1.51535
18.20030,1.56793
18.76208,1.66298
19.65853,1.69024
20.31248,1.74886
21.13437,1.82345
21.97749,1.89047
22.86166,1.95470
23.54007,2.06898
24.41251,2.10936
25.28662,2.20772
25.90159,2.21885
26.74656,2.34138
27.61100,2.36543
28.17198,2.47166
29.03257,2.52379
29.81931,2.55616
30.61830,2.62483
31.26371,2.72669
32.61052,2.78247
32.97493,2.93870
33.87011,2.94627
34.86938,2.97812
35.47400,3.02281
36.24162,3.10627
37.16408,3.18423
37.79015,3.31915
38.59854,3.37566
39.55095,3.48051
40.26793,3.87964
40.85396,3.58497
42.14482,3.56575
42.51620,3.73072
43.57111,4.17693
43.98329,3.76505
44.83324,3.87207
45.72757,4.42586
46.97234,3.96614
46.88635,4.12541
48.71994,4.10317
48.96175,4.15011
49.45890,4.23992
50.42269,4.35746
51.76979,4.81818
51.82979,4.49739
52.52993,4.54982
53.83467,5.15076
54.44155,4.59080
54.81329,4.82945
56.27494,5.22400
56.67174,4.95373
57.27112,4.93333
59.28450,4.98885
59.45629,5.00484
59.42870,5.17145
61.17195,5.62631
61.33944,5.36702
62.07575,5.38280
63.02251,5.82173
63.90175,5.41324
64.46313,5.55771
67.41747,5.54084
65.78103,5.75974
66.94311,6.15881
68.42784,5.91262
68.62309,6.27711
69.65080,6.05333
70.51426,6.46033
70.98093,6.15953
71.54638,6.56248
72.80988,6.17459
73.46846,6.68797
74.10707,6.40502
75.51364,6.80481
75.63791,6.57469
76.60580,6.98739
77.14937,6.58711
78.52302,6.60175
